"Issue","Category","Severity","Guidance","Component","Location","Line #","Module","Type","Member","Statement","Comments"
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","600","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","610","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","620","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","630","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","640","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","650","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","660","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","670","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","680","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","690","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","700","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","710","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","720","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","730","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","740","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","750","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","760","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","770","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","800","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","810","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","820","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","830","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","840","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","850","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","860","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","870","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","880","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","890","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","900","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","910","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","920","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","930","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","940","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","950","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","960","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","970","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","980","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","990","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1000","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1010","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1020","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1030","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1040","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1050","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1060","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1070","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1080","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1090","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
"web-avoid-eval","Security","Critical","https://developer.mozilla.org/docs/Web/JavaScript/Reference/Global_Objects/eval","WebResource","/ftdemo_CustomLeadSummary.LeadSummaryControl/bundle.js","1100","","","","","Usage of the JavaScript eval function should be limited where possible.  The eval function can be a dangerous function as it allows strings to be executed as scripts within the context of the caller.  This can be exploited to run malicious code.  Eval is also usually slower than other options due to the lack of optimizations of the script text passed to eval. If this error is reported for a Power Apps component framework code component created using CLI tooling, package your control with 'msbuild /p:configuration=Release' or 'npm run build -- --buildMode production' to produce a release build that does not include 'eval' usage."
